Chat,Time,ID,Text
119,103435402.3,Edgwired,you think so?
119,103435405.2,Edgwired,i'm not so sure'
119,103435413.9,Edgwired,computers are pretty illogical
119,103435415.3,Edgwired,i mean
119,103435417.2,Edgwired,they just do shit
119,103435419.2,Edgwired,on their own
119,103435423.6,Edgwired,which doesn't seem possible'
119,103435425.6,Edgwired,but it's tru'
119,103435426.4,Edgwired,e
119,103435452.3,Not,maybe theyll make a new type of computer
119,103435466.4,Edgwired,i hope so
119,103435471.4,Edgwired,i almost gave them up
119,103435509.9,Not,do you like any sports
119,103435519.2,Edgwired,wow
119,103435524.2,Edgwired,to be honest
119,103435525.1,Edgwired,no
119,103435526.1,Edgwired,LOL
119,103435529.1,Edgwired,i mean
119,103435530,Edgwired,i ski
119,103435531.9,Edgwired,and i play golf
119,103435536.4,Edgwired,but i don't watch anything'
119,103435544.3,Edgwired,except for occasional football
119,103435549,Edgwired,actually
119,103435552.9,Edgwired,i like to go to actual games
119,103435553.8,Edgwired,like
119,103435555.7,Edgwired,baseball
119,103435564.3,Edgwired,and i've been to all sorts of football games'
119,103435577.2,Not,you sound like a sportaholic
119,103435582.4,Edgwired,LOL
119,103435584.4,Edgwired,i'm really not'
119,103435586.7,Edgwired,at all
119,103435588.2,Edgwired,but
119,103435597.7,Edgwired,it does happen in my life
119,103435600.3,Edgwired,every now and again
119,103435604.7,Edgwired,what do you follow?
119,103435618.8,Not,football the most
119,103435622.6,Not,go dolphins
119,103435632.1,Not,whatevers in front of me
119,103435636,Edgwired,why the dolphins?
119,103435642.7,Not,who the heck knows
119,103435653.4,Not,i played soccer for a long time
119,103435674.3,Not,i always wanted to ski
119,103435680.4,Not,or play golf
119,103435684.7,Not,or wrestle
119,103435691.8,Not,or box
119,103435697.9,Not,theres a lot of sports i never tried
119,103435711.4,Edgwired,skiing is fun
119,103435719.1,Edgwired,but it's a pain in the ass for the first few years'
119,103435725.6,Edgwired,golf is fun while drunk
119,103435735.6,Not,do you drink alot
119,103435739,Edgwired,nah
119,103435742,Edgwired,not as much as i used to
119,103435747.3,Not,me too
119,103435752.2,Not,do you smoke
119,103435757.1,Edgwired,occasionally
119,103435784.7,Edgwired,how old are you?
119,103435790.5,Not,22
119,103435801.1,Edgwired,are you working?
119,103435830,Not,yea
119,103435842.5,Edgwired,doing?
119,103435854.2,Not,substitute teaching
119,103435911.9,Edgwired,you enjoy kids?
119,103435931.6,Not,o yea
119,103435934.8,Not,theyre the best
119,103435938.2,Not,they crack me up
119,103435988.2,Edgwired,you teach all ages>?
119,103435995.9,Not,elementary school
119,103436028.4,Edgwired,where do you live?
119,103436071,Not,yardley pa
119,103436086.2,Edgwired,hmmm
119,103436092.4,Edgwired,how far out of the city is that?
119,103436188.4,Not,like 30 min
119,103436290.3,Not,you?
119,103436296.9,Edgwired,Woodbury NJ
119,103436302.6,Edgwired,which is like 20 minutes south
119,103436324.9,Not,i grew up in jersey
119,103436333.7,Edgwired,south jersey?
119,103436347.1,Not,woodbridge and jackson
119,103436457.2,Not,fun places
119,103436476.6,Edgwired,what did you like about them?
119,103436512.9,Not,i dunno
119,103436524.1,Not,jersey is more interesting than pa
119,103436531.2,Not,more dynamic
119,103436603,Edgwired,i like it
119,103436614.9,Edgwired,do you have to work tomorrow?
119,103436624.5,Not,nope
119,103436627.7,Not,spring break
119,103436661.5,Edgwired,i'm so damned horny right now'
119,103436698.6,Edgwired,i've been trying to ignore it all night'
119,103436702.5,Not,its cool
119,103436706.2,Not,i have a boner too
119,103436711.7,Edgwired,yeah?
119,103436717.4,Not,o yea
119,103436721.4,Edgwired,you want to come see me>
119,103436722.3,Edgwired,?
119,103436755.1,Not,you live alone?
119,103436758.3,Edgwired,yup
119,103436802.7,Not,awesome
119,103436831.8,Not,what do you like to get into?
119,103436841.4,Edgwired,i'm pretty much a top'
119,103436850.9,Edgwired,all the usual is good for me
119,103436853.7,Edgwired,i like body contact
119,103436857.4,Edgwired,and kissing and shit
119,103436860.7,Edgwired,what gets you off?
119,103436927.6,Not,ill try anything really
119,103436933.8,Not,im more bottom
119,103436941.8,Not,i like kissing and oral
119,103436961.1,Not,as long as its fun
119,103436966.2,Edgwired,right
119,103437012.6,Not,you seem pretty cool
119,103437016.3,Not,my name is keith
119,103437041.7,Edgwired,Michael
119,103437064.6,Edgwired,it's a pleasure'
119,103437117.5,Not,"if you dont mind me askin, how big are you?"
119,103437121.6,Edgwired,6c
119,103437123.8,Edgwired,you?
119,103437131.6,Not,around the same
119,103437158.8,Edgwired,you know what though?
119,103437169.5,Edgwired,it's fucking too late in the day to hook this up'
119,103437170.2,Not,what
119,103437173.6,Edgwired,but
119,103437181.5,Edgwired,if you want to hit me up again
119,103437183.6,Edgwired,go for it
119,103437192.2,Not,ill buddy you up
119,103437196.2,Edgwired,k
119,103437379.3,Not,you bouncing?
119,103437384.6,Edgwired,i think so
119,103437391.1,Not,it was real nice meeting you
119,103437393.6,Edgwired,yup
119,103437397.1,Edgwired,thanks
119,103437408.7,Edgwired,take care
119,103437412.5,Not,happy easter gnite
119,103437416.3,Edgwired,you too
120,116438557.1,Not,hello!
120,116438563.5,Edgwired,hi
120,116438571.2,Not,how's it going?'
120,116438580.1,Edgwired,so so
120,116438582.8,Edgwired,how about you?
120,116438586.3,Not,:-'
120,116438592.9,Not,i'm doing ok'
120,116438604.6,Edgwired,what you up to?
120,116438632.4,Not,stopped at my mom's for lunch.. have to get back to work in a little bit'
120,116438653.2,Edgwired,good deal
120,116438707.7,Not,what are you doing?
120,116438715.3,Edgwired,"at work, making a sign"
120,116438728.1,Edgwired,trying not to quit on the spot
120,116438733.6,Not,ouch
120,116438738.3,Not,that bad?
120,116438761.1,Edgwired,i'm just annoyed'
120,116438800.2,Edgwired,i don't like the people here so much'
120,116438826.5,Not,how long have you been there?
120,116438833,Edgwired,less than a month
120,116438944,Not,i usually don't last long at jobs. average is 8 months then i split. sometimes 2 weeks. but i really like the place i''m at now. it''s been a little over a year.. which is amazing for me'
120,116438955.1,Edgwired,where's it at>'
120,116438963.4,Not,wilm
120,116438974.8,Not,do you remember me?
120,116438978.6,Edgwired,yeah
120,116438979.7,Edgwired,i mean
120,116438981.9,Edgwired,where are you working
120,116438982.9,Edgwired,like
120,116438989.7,Edgwired,what's the employer'
120,116439013.9,Not,artcraft uph.,
120,116439055.1,Edgwired,is it a retail store?,
120,116439105.2,Not,you don't remember me,);
120,116439136.7,Edgwired,you painted the pictures of nietsche,
120,116439159.2,Not,1 of nietzsche,
120,116439161.2,Not,:-P,
120,116439162.9,Edgwired,right,
120,116439168.9,Edgwired,and oscar wilde,
120,116439176.6,Edgwired,and not greta garbo,
120,116439178.8,Edgwired,but,
120,116439184.4,Edgwired,something..,
120,116439193,Edgwired,i remember the paintings,
120,116439202.2,Not,"marlene dietrich. i work at an upholstery shop, commercial & residential",
120,116439212,Edgwired,ok,
120,116439217,Edgwired,this rings more of a bell,
120,116439225.9,Edgwired,we talked about your job,
120,116439229.2,Edgwired,you're totally right'
120,116439235.3,Not,yes
120,116439326.5,Edgwired,my bad. i have a pretty sketchy recall ability
120,116439345.3,Not,it's ok. sometimes i do as well'
120,116439543.2,Not,are you still interested in meeting this weekend?
120,116439562.2,Edgwired,which day is better for you?
120,116439568.5,Not,sat
120,116439584.9,Edgwired,sure
120,116439594.5,Edgwired,i may leave on sat night for the suburbs
120,116439608,Edgwired,but the afternoon would be great
120,116439618.2,Not,ok
120,116439624.3,Edgwired,thanks for reminding me
120,116439661.3,Edgwired,do you have my number?
120,116439666.5,Not,nope
120,116439779.1,Edgwired,267.975.8514
120,116439845.9,Not,got it
120,116439915.9,Not,"well, i gotta run"
120,116439930.7,Not,you might hear from me sat. afternoon
120,116439952.1,Edgwired,ok
120,116439956.8,Edgwired,Charlie
120,116439961.8,Not,good luck w/ work.. hope the rest of the day is a little better
120,116439965.1,Edgwired,thanks man
120,116439968.2,Edgwired,i appreciate that thought
120,116439977.4,Not,ttyl
120,116439980.3,Edgwired,laters
121,116629062.2,Not,hey
122,116024329.5,Not,are you leaving?
123,119393451.4,Edgwired,"hey, it's mikee'"
123,119393466.2,Not,hey..hey..what's up?'
123,119393477.6,Edgwired,layin in bed. considering a nap
123,119393482.4,Edgwired,got up at 5
123,119393498.4,Not,ouch! sounds like my week day mornings...lol
123,119393539.8,Edgwired,"yeah, tomorrow's not so bad'"
123,119393568.4,Not,it's cool if today aint'' cool for you. no drama here..so i won''t have a hissy..lol'
123,119393614.1,Edgwired,now that i like
123,119393643.3,Edgwired,how about i keep you on my buddy list and hit you up sometime soon?
123,119393886.4,Not,sorry..phone. no problem! i would definitely like to hang out...love your hair btw..fan of longish hair..mmm! haha
123,119393898.3,Edgwired,"thanks :,)"
123,119393907.7,Not,my pleasure!
123,119394003.6,Edgwired,ok. sounds good. i'll catch up with you laters.'
123,119394036.1,Not,cool..thanks for the message and i look forwward to meeting up soon!!!
124,119398070.1,Edgwired,hi
124,119398077.6,Not,"hey there ;-,)"
124,119398092.5,Edgwired,i ate something instead of sleeping. i feel better
124,119398094.4,Edgwired,what you up to?
124,119398141.3,Not,haha..good for you! at work still..sigh..getting ready to head out in a bit
124,119398152.1,Edgwired,what keeps you?
124,119398193.3,Not,was finishing up some stuff...yadda yadda..lol
124,119398212.8,Edgwired,what kind of job do you keep?
124,119398243.3,Not,i work in publishing
124,119398257.9,Edgwired,ok
124,119398263,Edgwired,neat
124,119398273.7,Not,yeah..it pays the bills..lol. how about you?
124,119398292.7,Edgwired,"all kinds of things.,, accounting, graphic arts, and construction"
124,119398306.7,Not,"ok..cool..multi talented ;-,)"
124,119398389,Not,"so...you interested in meeting up? ;-,) could come by..smoke up a bit and mess around some ;-,)"
124,119398394.1,Edgwired,sure
124,119398399.4,Edgwired,are you in cc?
124,119398435.1,Not,yeah..15th & south ...well..15th & kater actually
124,119398475.7,Edgwired,you work there as well?
124,119398494,Not,no..i work at 7th & walnut..curtis center..here now
124,119398507.9,Edgwired,gotcha
124,119398519.6,Edgwired,"well, i'm at 1308 rodman st'"
124,119398551.5,Not,very familar with the area..my best friend use to live at 13th and rodman..just put his place up for sale
124,119398567.1,Edgwired,oh yeah?
124,119398572.9,Edgwired,it's a nice block'
124,119398580.8,Edgwired,# is 2155461642
124,119398586,Not,yeah...it really is!
124,119398609.5,Not,cool..thanks! so...want to meet up? want to come by say at 7:00?
124,119398626.3,Edgwired,sounds good
124,119398632.1,Edgwired,i'll be around'
124,119398646.6,Not,sweet! iam at 1540 Kater Street.
124,119398688.5,Edgwired,what's kater off of?'
124,119398754.9,Edgwired,or between i guess?
124,119398763.4,Not,South..it's in between South and Bainbridge. I live closer to the 16th street side.'
124,119398779.1,Edgwired,gotcha
124,119398793.1,Not,"sweet! so we on then? :-,)"
124,119398862.9,Not,still there?
124,119398883.2,Edgwired,yup
124,119398885.6,Edgwired,brushing my teeth
124,119398935,Not,haha..ok. here's my cell in case something comes up or if you have any problems. 267.240.7294'
124,119398951.6,Not,"ok..i am jetting. see at 7! :-,)"
124,119398954.5,Edgwired,laters
125,119453358.5,Not,"good morning ;-,)"
125,119453365,Edgwired,hi Christopher
125,119453426.7,Not,"just wanted to say ""hi"" and that i had a blast (,literally!..lol,) last night. look forward to hanging out again with Mikie ;-,)"
125,119453446.8,Edgwired,sweet! i had fun too.
125,119453456.7,Not,"good! ;-,)"
126,119828428.4,Not,"hey there :-,)"
126,119828435.9,Edgwired,hi
126,119828441.6,Not,how are you?
126,119828444.4,Edgwired,decent
126,119828446.7,Edgwired,yourself?
126,119828459.4,Not,haha...doing good thanks! have a good weekend?
126,119828467.8,Edgwired,it was pretty good
126,119828475.3,Edgwired,what were you up to?
126,119828500,Not,cool...not much...went and saw kd lang last night at the kimmel...was really good!
126,119828526.7,Edgwired,oh i love her
126,119828546,Not,yeah..me too. she did a great show last night..very intimate
126,119828577.7,Edgwired,cool
126,119828579.5,Edgwired,very
126,119828593.9,Edgwired,i'm out of town right now'
126,119828614.1,Not,aaahh..ok! anywhere fun?
126,119828621.9,Edgwired,nope
126,119828623.6,Edgwired,south jersey
126,119828655.4,Not,"lol...yeah..not fun. well..i just wanted to say hello. drop me a line when your back in town, still would love to hang out again sometime ;-,)"
126,119828662.9,Edgwired,absolutely
126,119828671,Not,"cool..take care :-,)"
126,119828673.8,Edgwired,you too
127,111375513.2,Not,Hi have U cam?
127,111375529.1,Edgwired,sold it
127,111375547.7,Not,"ok:,)"
127,111375551.1,Not,bye
127,111375554.2,Edgwired,laters
128,120687777.2,Not,"ciaoooo scusa se rompo:,)"
128,120687784.2,Not,hai IO RObot in dvix?
128,120687791.9,Edgwired,not me
129,120688333.7,Not,grazie lo stesso
129,120688335.1,Not,"ciaoo:,)"
129,120688345.4,Edgwired,laters
130,120688367.4,Not,pi tardi ce l'avrai ??'
130,120688400.3,Edgwired,"nah, it's just a way of saying ""goodbye""'"
130,120688438.7,Not,ah ok...ti piace l'inglese eh ??'
130,120688440.8,Not,ehehe
130,120688445.4,Not,ok grazie cmq
130,120688446.8,Not,ciao ciao!
130,120688455.9,Edgwired,laters!
131,120949114.5,Not,ciaooo posso mandarti un video su halo 2 da me realizzato ?
132,120959405.7,Not,http://homepage.mac.com/cino/iMovieTheater10.html
133,122149975.6,Not,ciaooo...solo per provare...http://phobos.apple.com/WebObjects/MZStore.woa/wa/viewPublishedPlaylist?id=154310
134,119504775.3,Not,hey sexy
134,119504787,Edgwired,hi
134,119504804.2,Not,can i sito n your cock?
134,119504804.2,Not,lol
134,119504822,Edgwired,you're the second person to say that to me within 45 seconds'
134,119504852,Not,it's the same person'
134,119504852,Not,lol
134,119504876.7,Edgwired,that was my suspicion
134,119504881.8,Edgwired,"well, i ignored you on g.com"
134,119504885.9,Edgwired,so you're lucky you have my AIM'
134,119504891.8,Not,lol
134,119504942.9,Edgwired,do you sit on many cocks?
134,119504964.9,Edgwired,or are you more of a seat?
134,119504995.7,Not,both
134,119505012,Edgwired,i have an interesting question for you
134,119505015.8,Edgwired,what's your name?'
134,119505020,Not,clay
134,119505021.3,Not,u?
134,119505026.8,Edgwired,mikee
134,119505028.4,Edgwired,two e's'
134,119505034,Not,cool
134,119505122.8,Edgwired,what else do you have to say for yourself clay?
134,119505135.3,Edgwired,for example
134,119505151.3,Edgwired,"if i must be horny for showing up on g.com, what is it that you're doing there?'"
134,119505158.8,Not,hehe
134,119505164,Not,i don't hookup a lot anymore though'
134,119505185.5,Edgwired,if i'm horny i go to manhunt'
134,119505188,Edgwired,for some reason
134,119505195.3,Edgwired,i hit up g.com like once a month
134,119505201.1,Edgwired,to see if there's anyone interesting to talk to'
134,119505203.4,Edgwired,tonight,
134,119505208.8,Edgwired,it's the shallow end of the kiddie pool',
134,119505243.4,Not,yea,
134,119505258.2,Edgwired,so we're left with hooking up,);
134,119505265.2,Edgwired,shouldn't have taken a nap today',
134,119505293.4,Not,lol,
134,119505547.9,Edgwired,so what's up for real',
134,119505553.1,Edgwired,why you got to mess with my head,
134,119505603.1,Not,i thought u'd know it was me',
134,119505646.5,Edgwired,because of all of the hints in your profile or because of your nonexistent picture?,
134,119505667.1,Not,we met on gay.com,
134,119505671.2,Edgwired,did we?,
134,119505673.1,Not,yea,
134,119505673.9,Not,lol,
134,119505677.2,Edgwired,god,
134,119505686.1,Edgwired,well ther eyou have it,
134,119505688.5,Edgwired,was i drunk?
134,119505703.5,Not,don't know'
134,119505718.7,Edgwired,did i try to pick you up?
134,119505726.3,Not,no
134,119505728.4,Not,we just chatted
134,119505738.7,Edgwired,good deal
134,119505741.6,Edgwired,i think i was drunk
134,119505745.5,Edgwired,if i recall correctly
134,119505748.5,Edgwired,the first time anyway
134,119505764.2,Not,lol
134,119505794.6,Edgwired,"anyway, the only reason i know who you are right now is because i put your picture in my buddy list"
134,119505799.3,Edgwired,i remember faces
134,119505802,Edgwired,not names
134,119505806.5,Not,lol
134,119505830.6,Edgwired,there's one in particular on that site you sent me that was the reason i was able to pick you out of the crowd'
134,119505836.2,Edgwired,it's different from the rest'
134,119505914.1,Edgwired,how old were you when you came out?
134,119506004.1,Not,15
134,119506014.3,Edgwired,where did you grow up?
134,119506023.3,Edgwired,charlotte?
134,119506044.7,Not,yea
134,119506123.2,Edgwired,do you get into groups?
134,119506150.1,Not,no
134,119506158.6,Edgwired,when was the last time you had a bf?
134,119506186.8,Not,last year
134,119506202.2,Edgwired,how long was your longest relationship?
134,119506250.1,Not,8 months
134,119506259.3,Edgwired,how old was your oldest bf?
134,119506295.1,Not,24
134,119506350.3,Edgwired,what happened after 8 months?
134,119506874.5,Edgwired,was that a touchy question?
134,119507020.9,Edgwired,how about this instead: what sign are you?
134,119507231.8,Edgwired,we're down to nothing'
134,119507233.3,Edgwired,ok
134,119507241.9,Edgwired,enjoy your night
135,119577697.2,Edgwired,i was wrong about your chart. the time of day is important
135,119577700.3,Edgwired,what are you doing tonight?
135,119577731.4,Not,going to a gymnastics party
135,119577748.3,Edgwired,"for future reference, do you have a fake id?"
135,119577765.1,Not,no
135,119577771.4,Edgwired,"ok, enjoy the party"
135,119577781.8,Not,hehe
136,119577967.4,Not,i bet i go to more clubs and bars in this city than you do
136,119577987.4,Not,"it's one of the perks of being ""in"" with rich business men'"
136,119578223.2,Not,you could come over here for a few drinks if you like
136,119578238.2,Not,or if u really liked me...you would run with me to the liquor store
136,119578239.7,Not,lol
136,119582422.4,Edgwired,it's the quality not the quantity that counts'
136,119582426.9,Edgwired,i appreciate the invitation
136,119582436.5,Not,huh?
136,119582440,Not,what r u talking about?
136,119582453.2,Edgwired,"""i bet i go to more clubs and bars in this city than you do"
136,119582470,Not,oh
136,119582472.6,Edgwired,maria and i are getting cleaned up to go to funk rock
136,119582495,Not,"i go to like Emerald City, Bleu Martini, Soma, etc"
136,119582502.9,Not,i think that's quality'
136,119582506,Not,for philly at least
136,119582512,Edgwired,Soma on Mondays is decent
136,119582519.6,Edgwired,Emerald City.. meh
136,119582536.1,Edgwired,Fluid and Silk City are where you'll find me if i''m out'
136,119582550.6,Edgwired,but i don't club nearly as much anymore'
136,119582584.7,Not,i can get into any club i want...i just have to give my friends notice
136,119582592.7,Not,i don't pay when i go either'
136,119582602.7,Not,"well, most of the time"
136,119582624.4,Edgwired,i rarely ever go to a party that my roommates don't throw'
136,119582637.1,Edgwired,unless its hip hop and i'm going with maria'
136,119582658,Not,fun...sounds like we'd get along'
136,119582660.7,Not,you don't do gay stuff'
136,119582663.5,Not,that's inviting'
136,119582666.5,Edgwired,almost never
136,119582674.1,Edgwired,all of my friends are straight
136,119582691.5,Edgwired,"they tell me they want to go to Pure with me, and i'm like WHY'"
136,119582719,Not,lol
136,119582724.3,Not,i've never been to Pure or Woody''s'
136,119582767.6,Edgwired,"Pure is one of the better spaces in the city, but i've never seen them throw anything in there that was exceptional'"
136,119582775.1,Edgwired,Woody's is just sad'
136,119582790.2,Edgwired,The clubs in San Francisco were so much better
136,119582814.2,Not,i'm going to San Fran in Feb'
136,119582815.7,Not,i can't wait'
136,119582823.6,Not,"until then, work on getting me a fake"
136,119582826.8,Edgwired,go to the End Up on a sunday
136,119582832.8,Edgwired,Sunday morning
136,119582835.2,Edgwired,after sat night
136,119582838.9,Not,cool
137,119602089.9,Edgwired,how went the party?
137,119602269.8,Not,iy was ghreat
137,119602283.7,Edgwired,what are you up to now?
137,119602455,Not,nothing
137,119602455.2,Not,u?
137,119602510.8,Edgwired,"in bed, wearing myself out looking for the music of the dj we heard tonight"
137,119602572.4,Not,like dangerously down the stairs
137,119602572.4,Not,704-616-8632
137,119602572.4,Not,call me
137,119602572.4,Not,lets chat for a few
137,119602572.4,Not,oh
137,119602572.6,Not,"well, i thought you'd want to spend the night'"
137,119602572.6,Not,cuddling
137,119602591.6,Edgwired,ha
137,119602595.2,Edgwired,i got all of those at once
137,119602601.4,Edgwired,i'll call you'
138,119723159.3,Edgwired,how was princeton?
138,119723237.4,Not,didn't end up there...we spent so much time in new hope...then ran to doylestown and saw a movie and ate more food'
138,119723281.4,Edgwired,which movie?
138,119723290.6,Not,team america
138,119723297.8,Edgwired,was it funny?
138,119723339.4,Not,yea
138,119723381.7,Edgwired,did the recruiter say anything interesting?
138,119723415.4,Not,nah...just chatted
138,119723440,Not,he's gay...he thinks i''m cute...i''ll wrap him around my finger and get what i want'
138,119723457.7,Edgwired,so the undies did come in handy
138,119723472.5,Not,no sex
138,119723477.8,Not,"anyways, gotta go"
138,119723480.1,Not,later
138,119723483.4,Edgwired,laters
139,120356893.2,Edgwired,hi
139,120356896.8,Not,hi
139,120356901.2,Edgwired,how goes it?
139,120356929.6,Not,umm..ok
139,120356941.6,Edgwired,did you get the email i sent you>
139,120356951.5,Not,nope
139,120356959.6,Edgwired,claystew@temple.edu ?
139,120356984,Not,i don't check that one often...try ScreamShatter@yahoo.com'
139,120356985.1,Not,lol
139,120356989.6,Edgwired,ok
139,120356997.8,Edgwired,i'll forward the one i sent to that address'
139,120357006.7,Not,the temple one has been overtaken by spam
139,120357019.6,Edgwired,do they not filter it for you?
139,120357070.5,Edgwired,sent
139,120357086,Not,they do...but it's one company that is killing me'
139,120357124.1,Edgwired,you can bounce the message as if your address doesn't exist and they''ll take you off their list'
139,120357159.7,Not,it's from multiple emails'
139,120357171.3,Edgwired,k
139,120357258.1,Edgwired,i didn't end up going to transit'
139,120357263.9,Not,why not?
139,120357279.5,Edgwired,my friends showed up at the house right before imri left and we cooked instead
139,120357302.2,Edgwired,al and he played at Emerald City last night
139,120357457.5,Edgwired,are you busy this week?
139,120357485.4,Not,hmm
139,120357487.7,Not,i don't know'
139,120357993,Edgwired,did you enjoy yourself the other night?
139,120358046.1,Not,what kind of a question is that?
139,120358063.1,Edgwired,"translation ""i wonder if i'm wasting my time""'"
139,120358109.1,Not,hmm
139,120358112.6,Edgwired,"take no offense, it's just an open wondering'"
139,120358139.1,Not,i wouldn't say wasting your time...but i''m not going to jump into something with you quickly.'
139,120358154.9,Edgwired,ha
139,120358158.4,Edgwired,ok
139,120358175.5,Not,i don't mean that in a bad way...i''m just taking my time'
139,120358182.7,Edgwired,you're not the only one'
139,120358186,Edgwired,on the other hand
139,120358250.2,Edgwired,"the last time I gathered a level of interest in a boy beyond the obvious was over two years ago. you could chalk it up to circumstance, but at think at the very least its an interesting emotion to analyze"
139,120358275.9,Edgwired,only my friends get invited out after a first glance
139,120358281.8,Not,":,)"
139,120358282.9,Not,lol
139,120358327.7,Edgwired,do you remember me telling you that i had to see you create something before i could tell what to think about you?
139,120358353.1,Not,no
139,120358356,Edgwired,ha
139,120358375.9,Edgwired,i wonder how much you do remember
139,120358513.6,Edgwired,you're quite the conversationalist'
139,120358637.7,Not,i'm looking up some stuff for classes :(
139,120358648.6,Edgwired,"study away, by all means"
139,120358670.1,Edgwired,accounting doesn't just happen by osmosis'
139,120358683.3,Edgwired,although i should probably tell you
139,120358710.4,Edgwired,"when i took those classes, and a few others, i would usually figure out what they taught in the class by taking the exsam"
139,120358726,Edgwired,you can do decently well without paying much attention
139,120358809.7,Not,i go a B+ on my accounting exam...the avg for the class was a C-
139,120358813.1,Not,got*
139,120358827.8,Edgwired,how much work did you put into that B+?
139,120358867.9,Not,a good bit...but my teacher is one of the hardest in the school
139,120358890,Not,bbl
139,120358894.9,Edgwired,k
140,120725263.7,Not,i'm excited about your party...just so you know.'
141,120795217.8,Edgwired,come around midnight
141,120795218.4,Not,gone with team to see SAW...then to halloween party at Mikie's'
142,120811097.7,Not,"sexy...i just got home about 15 minutes ago!! we ended up in Central NJ b/c we took the wrong exit :(,"
142,120811381.5,Edgwired,holy shit!
142,120811385.1,Edgwired,"well,"
142,120811396,Edgwired,the cops are cleaning out all the random people right now
142,120811402.9,Not,lol
142,120811407.3,Edgwired,so if you want to come in like a half an hour
142,120811412.9,Edgwired,"it will be less crowded, but more fun"
142,120811419.6,Not,hahaha
142,120811437,Not,i'm tired...i think i''m going to bed in a few...im'' so exhausted'
142,120811571,Edgwired,oh man
142,120811573.3,Edgwired,ok
142,120811583.6,Edgwired,a few people are going to be dissapointed
142,120811592.5,Not,a few?
142,120811595.1,Not,who?!
142,120811612,Edgwired,my friend
142,120811613,Edgwired,s
142,120811621.5,Not,who r they?
142,120811626.2,Edgwired,so many ppl
142,120811635.6,Not,lmao...they don't even know me'
142,120811638.3,Not,nor do they care
142,120811639.6,Not,lol
142,120811682.4,Edgwired,i told them you were coming
142,120811702.9,Not,i'll meet them another time...i''m seriously about to pass out'
142,120811706.7,Edgwired,ok
142,120811708.3,Edgwired,sleep well
142,120811714.1,Not,nite man
143,120853617.8,Edgwired,hey
143,120853623.3,Not,hey
143,120853628,Edgwired,what's up?'
143,120853635,Not,just chatting for a bit
143,120853647,Edgwired,cool
143,120853663.4,Edgwired,the party went off well
143,120853674.6,Not,":,)"
143,120853675.8,Not,good good
143,120853679.9,Not,i'm so sorry i didn''t come :(
143,120853685.7,Edgwired,no worries
143,120853704.7,Edgwired,what are you up to today?
143,120853712.5,Not,hanging out with my friend julia
143,120853771.8,Edgwired,want to come watch a movie at my house?
143,120853878.4,Edgwired,basically there are few people still up watching the projector downstairs
143,120853908.4,Not,lol...i can't right now'
143,120853912.4,Not,i have to meet my friend
143,120853919,Not,maybe another time though b/c i want to see you again
143,120853941.8,Edgwired,"ok. i was sort of inviting the both of you, but yeah, i'd enjoy working something out'"
143,120853948.2,Edgwired,we don't have too many house parties'
143,120853950.9,Edgwired,more dinner parties
143,120853969.4,Edgwired,have you ever been to marrakesh?
143,120853980,Not,no
143,120854016.7,Edgwired,it's this little morrocan restaurant down the block that a lot of kids I went to school with rave about.'
143,120854030.9,Edgwired,i've been meaning to check it out for years'
143,120854059.8,Not,yea...but i'm a vegaterian :(
143,120854069.3,Edgwired,i think a lot of their food is vegetarian
143,120854071.3,Edgwired,or
143,120854082.6,Edgwired,there's ethiopian out in west philly'
143,120854085.1,Edgwired,that's def veggies'
143,120854128.5,Not,cool
143,120854166.4,Edgwired,i really prefer to cook tho
143,120854176.8,Edgwired,it's more fun'
143,120854186.5,Not,":,)"
143,120854187.6,Not,cool
144,120872375.3,Not,hi ya
144,120872381.2,Edgwired,hey
145,120872420,Edgwired,how was your day?
145,120872429.3,Not,good good
145,120872439.5,Not,wanna run with me to the alcohol store?!
145,120872441.9,Not,":,)"
145,120872456.2,Edgwired,if you like
145,120872474,Not,sweet...i just want a case of Ski Blue
145,120872477.4,Not,where do we go to get that?
145,120872488.9,Edgwired,you mean Skyy vodka?
145,120872496,Not,no...Skyy Blue
145,120872498.2,Edgwired,or is this a malt beverage?
145,120872502.8,Not,malt bev
145,120872505.8,Not,i have a crav'n'
145,120872506.5,Not,lol
145,120872516.9,Edgwired,best shot is prob at the liquor store on chestnut
145,120872529.9,Edgwired,or there's one down the street from me on south'
145,120872536.9,Edgwired,the one on chestnut is bigger
145,120872540.6,Not,ok...sweet
145,120872546,Not,what's your address?'
145,120872551.7,Edgwired,1308 rodman
145,120872567.9,Not,where's that again?'
145,120872578.9,Edgwired,"between South and Lombard, Broad and 13th"
145,120872619.8,Not,what's your cell again?'
145,120872631.9,Not,"this time, you're going in my phone...b/c i forgot to do that last time'"
145,120872634.3,Not,b/c i'm awful!'
145,120872637.5,Not,and suck at life
145,120872644.2,Edgwired,lol
145,120872655.3,Edgwired,267.975.8514
145,120872714.1,Not,ok...you're officially in there'
145,120872714.8,Not,":,)"
145,120872721.3,Not,i'll be there in afew to pick u up'
145,120872723.3,Not,cool?
145,120872795.4,Edgwired,sure
145,120872803.7,Not,sweet
145,120872807.7,Not,see u in a few
146,120940158.5,Edgwired,I think I'm going tonight'
146,120940162.5,Not,cool
146,120940176.9,Edgwired,how was the party?
146,120940231.4,Not,good
146,120940233,Not,we had fun
